frame,nx,ny,nz,angle_deg,visible_area_m2
1,0.011338163366440225,-0.9049991396474035,-0.42526227588270193,115.16726574800785,15.506563750638385
2,0.022962035328645738,-0.24751504220713316,-0.9686119185797617,165.60662693526996,3.9284770878341764
3,0.0355760014788782,0.5701615070596902,-0.820761965484633,145.16114231413198,4.1783028787205945
4,0.04875765530613844,0.8113210842994252,-0.5825639786497727,125.6310820448533,5.4424789258160144
5,-0.001466686740095513,-0.5017271033168248,-0.8650247179285195,149.8855278364728,3.1320904321275354
6,-0.010468398424524985,-0.7500962206739389,-0.6612458486562308,131.3949576404776,4.785522969949646
7,0.017891532324964408,-0.7584054100111678,-0.6515375101533735,130.65762410026812,4.568802737688299
